"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
47,"glmmTMB",1,1,0.00660331358312784,NA,NA,0.038608206694675,0.001,NA,NA,NA,FALSE
47,"Lin",0.666666666666667,0,0.0279419010318644,1,0.5,0.0940131667783955,5,0.5,0,0.000894518787390952,NA
47,"Bondell",1,0.2,0.00562933262277778,1,0.5,0.0396673422172828,0.4,0.4,0,0.00885808225396068,NA
