"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
15,"glmmTMB",1,1,0.00625710916370728,NA,NA,0.0360853022351235,0.001,NA,NA,NA,FALSE
15,"Lin",0.666666666666667,0,0.028729309148111,1,0.5,0.0783860011046937,10,0.5,0.00705119221398335,-0.000397613958964478,NA
15,"Bondell",1,0.2,0.008434654353,1,0.5,0.034978499796093,0.4,0.4,0.0173316314325196,0,NA
