"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
17,"glmmTMB",1,1,0.00610964771872153,NA,NA,0.030360893361872,0.001,NA,NA,NA,FALSE
17,"Lin",1,0,0.000787116899885138,1,0.5,0.0239353336185937,2.5,0.1,-0.00361175796097295,0.00777024388945503,NA
17,"Bondell",1,0.2,0.00157223109022222,1,1,0.0230182498509437,0.4,0.4,0.00203431260791064,0.00165182629244068,NA
