"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
24,"glmmTMB",1,1,0.00701379655813105,NA,NA,0.0246821055125204,0.112775423252096,NA,NA,NA,FALSE
24,"Lin",1,0,0.000292692373313695,1,1,0.0273850857959853,5,0.5,0.00521162627366614,0.0277300313423112,NA
24,"Bondell",1,0.2,0.00270915309488889,1,0,0.0199668801365442,0.4,0.4,0,0,NA
