"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
25,"glmmTMB",1,1,0.00453721731157726,NA,NA,0.0192206769415726,0.001,NA,NA,NA,FALSE
25,"Lin",0.666666666666667,0,0.0293405536086784,1,0,0.10608452760008,5,1,-1.99696698568747e-05,-0.000187124785117786,NA
25,"Bondell",1,0.2,0.00320267547388889,1,0,0.0267147523452565,0.4,0.4,0,0,NA
