"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
13,"glmmTMB",1,1,0.00615813617820133,NA,NA,0.0197080661816682,0.001,NA,NA,NA,FALSE
13,"Lin",1,0,0.00157803373311662,1,1,0.0240599911685757,2.5,0.1,0.00205850329718694,0.00913708373751815,NA
13,"Bondell",1,0.2,0.000340709488333333,1,1,0.0183498464058433,0.4,0.4,0.00257457957529666,0.00300492102005023,NA
