"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
35,"glmmTMB",1,0.8,0.0160764728047499,NA,NA,0.0499861614187544,1.22508372483069,NA,NA,NA,FALSE
35,"Lin",1,0,0.00114556079760139,1,1,0.0229879759571014,5,1,0.0447979696865112,0.0117539874292244,NA
35,"Bondell",1,0,0.00456346300777778,1,0.5,0.0307980274673075,0.4,0.4,0.0197334647039795,0,NA
