"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
11,"glmmTMB",0.666666666666667,0.8,0.0396966091008608,NA,NA,0.114178777569399,20.6184125759897,NA,NA,NA,TRUE
11,"Lin",0.666666666666667,0,0.0285809107462126,1,0,0.0827173333464152,5,2.5,0,0,NA
11,"Bondell",1,0.2,0.00374528305588889,1,0.5,0.0285890640265146,0.4,0.4,0.00158187877609512,0,NA
