"Iteration","Method","TPR","FPR","MSE","Random_TPR","Random_FPR","gamma_mspe","opt_lambda_fixed","opt_lambda_random","re_var_x2","re_var_x3","glmmTMB_signal_collapse"
14,"glmmTMB",1,1,0.0115151590587521,NA,NA,0.0415265645780127,0.001,NA,NA,NA,FALSE
14,"Lin",0.666666666666667,0,0.0288313604782878,1,1,0.0917598511751985,5,1,0.0349525408712249,0.0192150084466311,NA
14,"Bondell",0.666666666666667,0,0.03603330737,1,0,0.0768690376292868,0.2,0.2,0,0,NA
